"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
572042;2024-01-02;"terça-feira";"06:05:00";"ES";101;457,4;"MIMOSO DO SUL";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Não Informado";"Não";6;0;1;0;5;0;1;2;-21,19988684;-41,30092263;"SPRF-ES";"DEL03-ES";"UOP02-DEL03-ES"
572043;2024-01-02;"terça-feira";"06:00:00";"SC";282;6;"SAO JOSE";"Acumulo de óleo sobre o pavimento";"Tombamento";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Chuva";"Dupla";"Não Informado";"Não";3;0;1;1;1;0;2;3;-27,58485528;-48,61731291;"SPRF-SC";"DEL01-SC";"UOP01-DEL01-SC"
572045;2024-01-02;"terça-feira";"06:00:00";"PR";376;591;"CURITIBA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";6;0;0;1;5;0;1;2;-25,46385419;-49,35735015;"SPRF-PR";"DEL01-PR";"UOP06-DEL01-PR"
572047;2024-01-02;"terça-feira";"05:30:00";"SP";116;108;"TAUBATE";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;0;2;0;0;2;-23,0233097;-45,53763622;"SPRF-SP";"DEL02-SP";"UOP02-DEL02-SP"
572049;2024-01-02;"terça-feira";"04:00:00";"BA";101;895,7;"NOVA VICOSA";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Chuva";"Simples";"Não Informado";"Não";2;0;0;1;1;0;1;1;-17,88750099;-39,81597702;"SPRF-BA";"DEL09-BA";"UOP02-DEL09-BA"
572050;2024-01-02;"terça-feira";"07:00:00";"SC";101;59,3;"ARAQUARI";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Não";3;0;2;0;1;0;2;2;-26,43646093;-48,81113029;"SPRF-SC";"DEL03-SC";"UOP02-DEL03-SC"
572052;2024-01-02;"terça-feira";"07:20:00";"RJ";101;532;"ANGRA DOS REIS";"Acesso irregular";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;0;0;2;1;0;2;2;-23,01862196;-44,53137517;"SPRF-RJ";"DEL03-RJ";"UOP03-DEL03-RJ"
572053;2024-01-02;"terça-feira";"07:00:00";"SC";101;122;"ITAJAI";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Múltipla";"Reta";"Não";2;0;1;0;1;0;1;2;-26,92955916;-48,70499836;"SPRF-SC";"DEL04-SC";"UOP04-DEL04-SC"
572054;2024-01-02;"terça-feira";"07:30:00";"ES";101;289;"CARIACICA";"Avarias e/ou desgaste excessivo no pneu";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";1;0;0;1;0;0;1;1;-20,28029304;-40,39302931;"SPRF-ES";"DEL01-ES";"UOP01-DEL01-ES"
572055;2024-01-02;"terça-feira";"07:14:00";"PI";343;323;"ALTOS";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-5,058037;-42,593838;"SPRF-PI";"DEL01-PI";"UOP01-DEL01-PI"
572057;2024-01-02;"terça-feira";"07:20:00";"RJ";116;195;"QUEIMADOS";"Ausência de reação do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;2;0;0;0;2;1;-22,73573614;-43,54749701;"SPRF-RJ";"DEL06-RJ";"UOP01-DEL06-RJ"
572058;2024-01-02;"terça-feira";"07:20:00";"PE";101;59,2;"RECIFE";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-7,97708575;-34,92607318;"SPRF-PE";"DEL01-PE";"UOP02-DEL01-PE"
572059;2024-01-02;"terça-feira";"07:55:00";"SC";101;113,3;"ITAJAI";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Múltipla";"Reta";"Não";2;0;1;0;1;0;1;2;-26,85311393;-48,72689927;"SPRF-SC";"DEL04-SC";"UOP04-DEL04-SC"
572063;2024-01-02;"terça-feira";"07:30:00";"AL";101;177;"TEOTONIO VILELA";"Acessar a via sem observar a presença dos outros veículos";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;0;1;1;1;2;-9,89298237;-36,37611866;"SPRF-AL";"DEL02-AL";"UOP02-DEL02-AL"
572064;2024-01-02;"terça-feira";"08:18:00";"RN";101;84;"SAO GONCALO DO AMARANTE";"Acumulo de areia ou detritos sobre o pavimento";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Não Informado";"Sim";2;0;2;0;0;0;2;1;-5,774175;-35,2578;"SPRF-RN";"DEL02-RN";"UOP01-DEL02-RN"
572065;2024-01-02;"terça-feira";"08:30:00";"DF";60;11;"BRASILIA";"Acumulo de óleo sobre o pavimento";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-15,911784;-48,157192;"SPRF-DF";"DEL03-DF";"UOP01-DEL03-DF"
572066;2024-01-02;"terça-feira";"06:30:00";"RS";285;399;"SANTA BARBARA DO SUL";"Acumulo de água sobre o pavimento";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Chuva";"Simples";"Não Informado";"Não";1;0;1;0;0;0;1;1;-28,385458;-53,342712;"SPRF-RS";"DEL10-RS";"UOP02-DEL10-RS"
572067;2024-01-02;"terça-feira";"07:30:00";"RJ";101;274,9;"TANGUA";"Demais falhas mecânicas ou elétricas";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;1;-22,73506292;-42,71948103;"SPRF-RJ";"DEL02-RJ";"UOP03-DEL02-RJ"
572068;2024-01-02;"terça-feira";"08:00:00";"PE";408;76,2;"PAUDALHO";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Não Informado";"Sim";2;0;1;0;1;0;1;2;-7,89701706;-35,17300548;"SPRF-PE";"DEL01-PE";"UOP01-DEL01-PE"
572069;2024-01-02;"terça-feira";"08:34:00";"DF";60;7,3;"BRASILIA";"Chuva";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;1;-15,901237;-48,122334;"SPRF-DF";"DEL03-DF";"UOP01-DEL03-DF"
572072;2024-01-02;"terça-feira";"08:00:00";"PR";376;679;"GUARATUBA";"Reação tardia ou ineficiente do condutor";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";5;0;1;0;4;0;1;3;-25,95050276;-48,90514477;"SPRF-PR";"DEL01-PR";"UOP04-DEL01-PR"
572073;2024-01-02;"terça-feira";"08:15:00";"RN";101;107;"PARNAMIRIM";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Múltipla";"Reta";"Sim";2;0;0;0;1;1;0;2;-5,91920796;-35,26412409;"SPRF-RN";"DEL01-RN";"UOP01-DEL01-RN"
572074;2024-01-02;"terça-feira";"06:00:00";"MS";NA;NA;"LAGUNA CARAPA";"Pista Escorregadia";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Não Informado";"Garoa/Chuvisco";"Simples";"Reta";"Não";2;0;0;0;2;0;0;1;-22,585192;-55,396041;"SPRF-MS";"DEL04-MS";"UOP03-DEL04-MS"
572075;2024-01-02;"terça-feira";"08:40:00";"PE";101;56;"RECIFE";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;2;0;1;0;2;2;-7,9554509;-34,91140727;"SPRF-PE";"DEL01-PE";"UOP02-DEL01-PE"
572076;2024-01-02;"terça-feira";"07:40:00";"BA";101;385;"IBIRAPITANGA";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";5;0;3;0;2;0;3;1;-14,00704057;-39,44548763;"SPRF-BA";"DEL05-BA";"UOP03-DEL05-BA"
572077;2024-01-02;"terça-feira";"08:30:00";"AL";104;93;"RIO LARGO";"Área urbana sem a presença de local apropriado para a travessia de pedestres";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";5;0;1;0;3;1;1;4;-9,52891696;-35,79807693;"SPRF-AL";"DEL01-AL";"UOP01-DEL01-AL"
572078;2024-01-02;"terça-feira";"09:30:00";"SP";101;51;"UBATUBA";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Não Informado";"Sim";5;0;0;1;4;0;1;2;-23,45627795;-45,07111896;"SPRF-SP";"DEL06-SP";"UOP01-DEL06-SP"
572079;2024-01-02;"terça-feira";"09:30:00";"GO";452;40;"SANTA HELENA DE GOIAS";"Manobra de mudança de faixa";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Não Informado";"Não";5;0;1;0;4;0;1;2;-17,92761132;-50,55878055;"SPRF-GO";"DEL04-GO";"UOP01-DEL04-GO"
572081;2024-01-02;"terça-feira";"07:50:00";"SC";163;103;"SAO JOSE DO CEDRO";"Transitar na contramão";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";4;0;3;0;1;0;3;2;-26,46209088;-53,5077059;"SPRF-SC";"DEL07-SC";"UOP03-DEL07-SC"
572082;2024-01-02;"terça-feira";"08:00:00";"PR";369;14,6;"CAMBARA";"Condutor Dormindo";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";2;0;2;0;0;0;2;1;-23,0206392;-50,02835803;"SPRF-PR";"DEL07-PR";"UOP05-DEL07-PR"
572083;2024-01-02;"terça-feira";"09:01:00";"PE";104;82,7;"AGRESTINA";"Reação tardia ou ineficiente do condutor";"Colisão com objeto";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";2;0;0;0;0;2;0;2;-8,414513;-35,967102;"SPRF-PE";"DEL02-PE";"UOP01-DEL02-PE"
572084;2024-01-02;"terça-feira";"09:00:00";"RJ";116;174;"SAO JOAO DE MERITI";"Demais falhas mecânicas ou elétricas";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;1;-22,79423806;-43,36403759;"SPRF-RJ";"DEL06-RJ";"UOP01-DEL06-RJ"
572086;2024-01-02;"terça-feira";"08:50:00";"RJ";NA;NA;"SEROPEDICA";"Ausência de reação do condutor";"Colisão transversal";"Sem Vítimas";"Pleno dia";"Não Informado";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;2;0;0;2;-22,70335517;-43,69949341;"SPRF-RJ";"DEL01-RJ";"UOP03-DEL01-RJ"
572087;2024-01-02;"terça-feira";"09:02:00";"RS";290;25;"SANTO ANTONIO DA PATRULHA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";4;0;1;0;3;0;1;2;-29,880203;-50,503971;"SPRF-RS";"DEL03-RS";"UOP01-DEL03-RS"
572089;2024-01-02;"terça-feira";"08:00:00";"SC";101;141;"BALNEARIO CAMBORIU";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-27,04761729;-48,59995855;"SPRF-SC";"DEL04-SC";"UOP03-DEL04-SC"
572090;2024-01-02;"terça-feira";"09:10:00";"PR";158;538,8;"PATO BRANCO";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Sim";2;0;0;1;0;1;1;2;-26,25603095;-52,70878155;"SPRF-PR";"DEL02-PR";"UOP01-DEL02-PR"
572091;2024-01-02;"terça-feira";"10:00:00";"SC";101;226;"PALHOCA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Não";9;0;2;0;7;0;2;5;-27,74200001;-48,63806504;"SPRF-SC";"DEL01-SC";"UOP02-DEL01-SC"
572093;2024-01-02;"terça-feira";"10:20:00";"RS";290;20,5;"SANTO ANTONIO DA PATRULHA";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-29,889786;-50,464596;"SPRF-RS";"DEL03-RS";"UOP01-DEL03-RS"
572094;2024-01-02;"terça-feira";"09:30:00";"MS";163;548;"BANDEIRANTES";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";8;0;3;0;5;0;3;2;-19,91869106;-54,36860922;"SPRF-MS";"DEL01-MS";"UOP02-DEL01-MS"
572095;2024-01-02;"terça-feira";"08:30:00";"MG";381;686,7;"LAVRAS";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Não Informado";"Não";2;0;2;0;0;0;2;1;-21,20030689;-45,11944438;"SPRF-MG";"DEL04-MG";"UOP02-DEL04-MG"
572096;2024-01-02;"terça-feira";"08:50:00";"MG";381;688,2;"LAVRAS";"Ausência de reação do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Não Informado";"Não";3;0;1;0;2;0;1;1;-21,21737985;-45,1265452;"SPRF-MG";"DEL04-MG";"UOP02-DEL04-MG"
572097;2024-01-02;"terça-feira";"10:20:00";"MG";365;74,5;"JEQUITAI";"Chuva";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Reta";"Não";4;0;3;0;1;0;3;1;-17,11607791;-44,35073032;"SPRF-MG";"DEL12-MG";"UOP01-DEL12-MG"
572098;2024-01-02;"terça-feira";"10:45:00";"MG";381;617;"OLIVEIRA";"Ausência de reação do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Não Informado";"Não";3;0;2;1;0;0;3;1;-20,728838;-44,773088;"SPRF-MG";"DEL04-MG";"UOP01-DEL04-MG"
572100;2024-01-02;"terça-feira";"09:30:00";"PE";101;68,1;"RECIFE";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Viaduto";"Não";2;0;0;1;1;0;1;2;-8,042334;-34,943096;"SPRF-PE";"DEL01-PE";"UOP01-DEL01-PE"
572101;2024-01-02;"terça-feira";"08:45:00";"PR";277;520;"GUARANIACU";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";6;0;1;0;5;0;1;2;-25,11018112;-52,85167802;"SPRF-PR";"DEL04-PR";"UOP04-DEL04-PR"
572102;2024-01-02;"terça-feira";"11:00:00";"PB";230;24;"JOAO PESSOA";"Ausência de reação do condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Interseção de vias";"Não";3;0;0;0;2;1;0;3;-7,1637;-34,8618;"SPRF-PB";"DEL01-PB";"UOP01-DEL01-PB"
572103;2024-01-02;"terça-feira";"10:40:00";"MG";40;524,8;"CONTAGEM";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Garoa/Chuvisco";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;1;-19,84761911;-44,07276144;"SPRF-MG";"DEL01-MG";"UOP02-DEL01-MG"
572104;2024-01-02;"terça-feira";"10:30:00";"SP";101;42;"UBATUBA";"Ausência de reação do condutor";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";5;0;1;0;3;1;1;4;-23,41271925;-45,04909808;"SPRF-SP";"DEL06-SP";"UOP01-DEL06-SP"
572106;2024-01-02;"terça-feira";"10:20:00";"MG";365;68,5;"JEQUITAI";"Chuva";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Não Informado";"Não";3;0;1;0;2;0;1;1;-17,06346094;-44,3372752;"SPRF-MG";"DEL12-MG";"UOP01-DEL12-MG"
572107;2024-01-02;"terça-feira";"10:45:00";"SP";101;44;"UBATUBA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;0;2;0;0;2;2;-23,41014346;-45,06455371;"SPRF-SP";"DEL06-SP";"UOP01-DEL06-SP"
572108;2024-01-02;"terça-feira";"11:10:00";"ES";101;83;"SAO MATEUS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Garoa/Chuvisco";"Simples";"Reta";"Não";3;0;2;0;1;0;2;2;-18,84352214;-39,92324081;"SPRF-ES";"DEL04-ES";"UOP02-DEL04-ES"
572109;2024-01-02;"terça-feira";"08:30:00";"AL";316;241;"ATALAIA";"Retorno proibido";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Sim";2;0;1;0;1;0;1;2;-9,5015368;-36,0262847;"SPRF-AL";"DEL01-AL";"UOP01-DEL01-AL"
572110;2024-01-02;"terça-feira";"08:50:00";"MT";364;379;"SANTO ANTONIO DO LEVERGER";"Acumulo de água sobre o pavimento";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;1;-15,70392394;-55,75265408;"SPRF-MT";"DEL01-MT";"UOP02-DEL01-MT"
572111;2024-01-02;"terça-feira";"10:45:00";"PE";232;149;"SAO CAITANO";"Conversão proibida";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Não";4;0;1;0;3;0;1;2;-8,32744699;-36,15405;"SPRF-PE";"DEL03-PE";"UOP02-DEL03-PE"
572112;2024-01-02;"terça-feira";"10:45:00";"SP";116;117;"TAUBATE";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;2;0;1;0;2;2;-23,060517;-45,62240982;"SPRF-SP";"DEL02-SP";"UOP02-DEL02-SP"
572113;2024-01-02;"terça-feira";"11:00:00";"PE";423;98,6;"GARANHUNS";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Sim";2;0;1;1;0;0;2;2;-8,87617488;-36,50363499;"SPRF-PE";"DEL03-PE";"UOP01-DEL03-PE"
572114;2024-01-02;"terça-feira";"11:10:00";"PR";277;554,2;"CASCAVEL";"Condutor usando celular";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Não Informado";"Não";6;0;5;0;0;1;5;3;-25,08169296;-53,16022601;"SPRF-PR";"DEL04-PR";"UOP04-DEL04-PR"
572115;2024-01-02;"terça-feira";"10:00:00";"PE";101;88;"JABOATAO DOS GUARARAPES";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";5;0;0;0;5;0;0;5;-8,19971387;-34,9785382;"SPRF-PE";"DEL01-PE";"UOP01-DEL01-PE"
572116;2024-01-02;"terça-feira";"10:45:00";"DF";70;9;"BRASILIA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Garoa/Chuvisco";"Dupla";"Reta";"Sim";3;0;1;0;2;0;1;1;-15,784615;-48,132023;"SPRF-DF";"DEL03-DF";"UOP02-DEL03-DF"
572117;2024-01-02;"terça-feira";"11:30:00";"PR";476;106;"COLOMBO";"Velocidade Incompatível";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";2;0;1;0;0;1;1;2;-25,285248;-49,14677;"SPRF-PR";"DEL01-PR";"UOP01-DEL01-PR"
572118;2024-01-02;"terça-feira";"11:30:00";"CE";116;45;"HORIZONTE";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Reta";"Sim";4;0;1;0;3;0;1;3;-4,1312959;-38,48313475;"SPRF-CE";"DEL01-CE";"UOP02-DEL01-CE"
572119;2024-01-02;"terça-feira";"10:10:00";"SC";101;139;"BALNEARIO CAMBORIU";"Reação tardia ou ineficiente do condutor";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Não";4;0;3;1;0;0;4;1;-27,02982303;-48,60115006;"SPRF-SC";"DEL04-SC";"UOP03-DEL04-SC"
572120;2024-01-02;"terça-feira";"10:20:00";"RS";470;218;"BENTO GONCALVES";"Reação tardia ou ineficiente do condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Não Informado";"Sim";3;0;3;0;0;0;3;2;-29,17292214;-51,52424936;"SPRF-RS";"DEL06-RS";"UOP01-DEL06-RS"
572122;2024-01-02;"terça-feira";"12:29:00";"PE";428;186,7;"PETROLINA";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Interseção de vias";"Sim";3;0;2;0;1;0;2;2;-9,3480782593;-40,4744124778;"SPRF-PE";"DEL06-PE";"UOP01-DEL06-PE"
572123;2024-01-02;"terça-feira";"12:20:00";"PR";376;600;"CURITIBA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Curva";"Sim";3;0;0;1;1;1;1;3;-25,52848171;-49,32771206;"SPRF-PR";"DEL01-PR";"UOP06-DEL01-PR"
572126;2024-01-02;"terça-feira";"12:00:00";"RJ";40;122;"DUQUE DE CAXIAS";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;2;0;1;0;2;2;-22,79083113;-43,28611569;"SPRF-RJ";"DEL01-RJ";"UOP02-DEL01-RJ"
572127;2024-01-02;"terça-feira";"13:00:00";"MG";381;430;"CAETE";"Afundamento ou ondulação no pavimento";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Não Informado";"Sim";2;0;1;0;1;0;1;1;-19,78496805;-43,72311799;"SPRF-MG";"DEL01-MG";"UOP01-DEL01-MG"
572128;2024-01-02;"terça-feira";"02:55:00";"MA";135;91,4;"ITAPECURU MIRIM";"Reação tardia ou ineficiente do condutor";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;1;0;0;1;0;0;2;-3,30084116;-44,41853282;"SPRF-MA";"DEL01-MA";"UOP02-DEL01-MA"
572130;2024-01-02;"terça-feira";"10:00:00";"RJ";40;11;"COMENDADOR LEVY GASPARIAN";"Demais falhas mecânicas ou elétricas";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Não Informado";"Não";2;0;1;0;1;0;1;1;-22,05001673;-43,19798574;"SPRF-RJ";"DEL05-RJ";"UOP02-DEL05-RJ"
572131;2024-01-02;"terça-feira";"13:30:00";"PE";101;84;"JABOATAO DOS GUARARAPES";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-8,175172;-34,942642;"SPRF-PE";"DEL01-PE";"UOP01-DEL01-PE"
572132;2024-01-02;"terça-feira";"13:20:00";"GO";40;5,4;"VALPARAISO DE GOIAS";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;1;1;0;0;2;1;-16,093134;-47,982236;"SPRF-DF";"DEL01-DF";"UOP01-DEL01-DF"
572134;2024-01-02;"terça-feira";"10:50:00";"MT";70;278;"PRIMAVERA DO LESTE";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Rotatória";"Sim";4;0;2;0;2;0;2;3;-15,55739918;-54,27981896;"SPRF-MT";"DEL05-MT";"UOP01-DEL05-MT"
572135;2024-01-02;"terça-feira";"10:30:00";"SC";101;103,1;"BALNEARIO PICARRAS";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";6;0;0;2;4;0;2;2;-26,784135;-48,682639;"SPRF-SC";"DEL03-SC";"UOP02-DEL03-SC"
572136;2024-01-02;"terça-feira";"13:50:00";"SC";101;193;"BIGUACU";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;2;-27,489574;-48,655914;"SPRF-SC";"DEL01-SC";"UOP01-DEL01-SC"
